"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5050","@US0103-01_User Logout and return login page","","2025-09-18","passed","2025-09-18","","User Authentication test","@US0103-01_User Logout and return login page",""
